source_id_1,vx,vy,vz,En,Lz,flag,apogee,feh,alpha,flag_abund
3262798526337890304,42.55294335,-50.66611472,-42.32896239,-178837.17858821,-394.52758797,2,2M03214985-0036251,-1.95013332,0.40304227,3
3330996937646603136,-51.39591061,239.45730335,21.12371153,-147505.41754749,2720.88961911,0,2M06270263+1103308,-0.27799654,-0.01227122,1
3331273945856355456,-46.96062892,183.89862523,-2.0724012,-167898.57448905,1797.9621243,0,2M06243562+1134557,-0.16627906,0.05791504,1
3340926936390884352,7.35523419,223.84293316,-26.98106759,-153883.64074067,2429.13448338,0,2M05274286+1211028,0.03756441,-0.0203645,1
3343578821000248064,-7.64619212,239.02615107,35.19391438,-150554.74477406,2569.79942882,0,2M06011823+1310389,-0.23120649,0.10584234,1
3368825356022119040,112.293486,65.05406422,53.09642587,-170204.67542936,747.08108808,1,2M06223102+1528489,-0.34472868,0.22367647,1
3374539659688338816,-53.02424557,231.85065311,-7.00912536,-153838.64319492,2394.25025186,0,2M06063673+1922121,-0.07641111,-0.02547555,1
3379164098220870912,20.77093957,222.68063621,18.5470631,-159100.68512771,2189.02869456,0,2M06372951+2204279,0.27671164,0.02267534,1
3379759247544877312,15.20791432,196.39245738,3.25460326,-163223.76771214,2024.89903938,0,2M06395842+2313411,0.13530451,0.0187658,1
3381298971842728320,179.18068206,23.5059559,93.99217975,-164016.89568103,299.41923655,1,2M06524526+2433145,-0.44513366,0.26865906,2
3389434503190810752,8.35952208,211.09416292,13.70552292,-163510.54990709,2016.78386449,0,2M05271377+1347372,-0.03333566,0.02873597,1
3389877189762650624,-26.90118608,227.88515721,-7.65912978,-156697.55207227,2300.01292396,0,2M05274489+1420216,-0.3419517,0.05895014,1
3395743153016566400,79.18707476,10.40898256,-76.67296307,-179759.26428377,196.05426999,1,2M05375446+1455275,-0.47117335,0.25589916,1
3398493379493230592,67.09415053,194.25628104,1.35570164,-161755.36333478,1987.81092387,0,2M05472675+1907503,0.08139284,-0.00655314,1
3415742311750330880,90.40044417,-52.3017027,-17.55584058,-181023.29297294,-385.5969075,1,2M05133847+2315473,-2.2847238,0.42660218,1
3415909437517463296,2.36267173,232.25332758,4.48233837,-158438.38719474,2222.17344565,0,2M05162871+2414128,0.02327567,-0.02291846,1
3418554892556485248,-26.39507824,251.85239207,8.55276966,-150637.74851341,2525.39313558,0,2M05015536+2310416,-0.03903646,0.02228201,1
3426482818069381120,31.78369424,90.68980517,-8.30133581,-180139.19701179,979.23230466,0,2M06020665+2446251,-0.38625196,0.22090816,1
3429856020962807296,-5.14023927,206.97481265,-25.82507859,-158372.34076932,2244.48635786,0,2M05564872+2559469,0.13269499,0.07181153,1
3437713096696575104,2.41614844,214.26690915,7.46625157,-159750.09240518,2191.30687523,0,2M06030382+3003038,0.05577358,0.01015076,1
3438899843401867648,56.34230807,176.01815028,-18.92734837,-161612.32205168,1984.5470534,0,2M06195406+3144213,0.02732,0.06406823,1
3442591870304290944,62.51480426,200.33476661,-0.11191979,-161827.43923919,2016.07837344,0,2M05411140+2816123,-0.3225629,0.06444699,1
3445732380454746240,-14.67647567,219.46295514,8.01133539,-155071.38716455,2403.69362476,0,2M05270359+2919265,-0.09472998,0.02722757,1
3448907705613631360,-24.4584385,206.46555602,-24.76676075,-164583.66733976,1954.11676919,0,2M05345132+3319599,0.10519473,-0.04073522,1
3525736595998110464,-71.55576942,-95.76467652,-171.34232337,-171448.71787616,-690.11393761,2,2M12512523-1329276,-1.3357342,0.305774,3
3566196459237393408,-41.55526639,8.22536369,14.43029737,-187389.98109836,236.06291807,1,2M11111553-1124378,-0.78714573,0.27777302,1
3567762679190877696,-3.35356887,251.47718839,34.82707314,-156714.46832388,2166.78663449,0,2M12033632-1649032,-0.23866652,0.03551049,1
3568568346336510976,297.40934182,14.43024873,84.73248852,-142727.12374134,-240.39996373,2,2M12002004-1633270,-1.1145126,0.168845,3
3572943474902528512,23.00664416,217.02500797,-4.40336242,-164968.74711187,1881.49778469,0,2M11440823-1401205,0.03530715,-0.00797907,1
3573060126214709760,191.62241066,-14.30146611,-29.49023646,-171665.54483616,-281.31523842,2,2M11491178-1406207,-0.39415687,0.13757119,2
3573597473865819648,-229.41160659,91.06373975,-4.59579386,-158649.08945679,1142.05545607,1,2M11480442-1211044,-0.88894725,0.24808054,1
3605267398771299968,162.74976561,-68.01174216,-102.81178066,-174759.81974247,-554.93801072,2,2M13413691-1550465,-0.676864,0.24663894,1
3641356802073099264,-46.37904856,212.5925648,4.65048894,-169199.49532769,1648.15187065,0,2M14302230-0557468,-0.2721162,0.13640206,1
3641524825489233024,77.6498822,-2.5198807,-86.80795953,-186858.56786366,61.97024632,1,2M14230837-0557342,-0.7885823,0.19040594,1
3642059600456468864,-91.66186582,10.8575826,15.192237,-190914.20409581,197.43536243,1,2M14294877-0447255,-0.29557055,0.22577539,1
3642348909454342656,-138.4511687,126.47091762,132.24459043,-167540.75942921,1051.34319285,1,2M14215428-0519216,-1.4045755,0.2976412,1
3642394504827172992,-306.43731863,-44.49363986,-37.75501341,-146253.86634698,-162.5826868,2,2M14210857-0515393,-1.1702343,0.23448397,3
3642889972254285312,132.06809069,18.18873921,-116.51831473,-178395.93944932,202.83276039,1,2M14271392-0420310,-1.1930242,0.2926842,2
3661960451682025216,74.20920746,3.31780259,91.18038468,-186167.29982518,78.21154746,1,2M13405850-0025032,-0.5123556,0.19556288,1
3662069303333214080,-150.38506795,76.32359221,-43.27575145,-177260.93860584,739.11529078,1,2M13462563-0041135,-0.49467537,0.23394316,1
3664415691211443712,-348.05350604,-142.57260766,49.53890168,-122922.14404483,-967.05355775,2,2M14011490+0218301,-0.98529327,0.0975566,3
3669807219492868480,-202.66709976,48.47105745,-10.11064416,-171590.38621826,480.49789447,1,2M14191886+0516130,-0.5361331,0.26348525,1
3676740872961144704,160.7320313,100.79415685,23.72130163,-172197.80577619,737.91925388,1,2M12453584-0622390,-0.56790257,0.229821,1
3683397526810018176,18.2164912,-64.5167795,-140.63235287,-180075.44991388,-432.19283965,1,2M12455533-0201291,-0.47344697,0.25089025,2
3684177626014911360,1.31217395,22.55129385,-77.56765324,-188818.69967975,270.60071078,1,2M13075454-0338132,-0.64642256,0.26059976,1
3684453775231969536,20.81337574,-60.37731494,48.35653347,-189826.3399561,-395.27435651,1,2M13063924-0254522,-0.42239696,0.23661238,1
3684502188103082112,47.93824359,40.3085316,71.15032377,-186927.34947417,359.65125354,1,2M13074507-0231261,-0.7170153,0.24269497,1
3685548613935089024,-248.15265727,158.80389578,-71.68247364,-144219.28263222,1496.93668873,1,2M13030303-0146350,-0.99486375,0.31043893,1
3694772524355501440,307.59922125,-8.95314907,-36.70574972,-143304.87313117,-151.1532696,2,2M12223257-0128454,-1.6007342,0.3239366,3
3694930750950898304,-81.80068227,-47.43163406,-88.07635194,-182795.65528265,-222.66954904,1,2M12193893-0130401,-0.55388314,0.06988531,1
3698625110019784960,-101.49114489,95.88938436,137.24603997,-170037.11361232,968.56788063,1,2M12065946-0036368,-0.56988245,0.25509408,1
3699823612053005824,-35.04732079,167.42423357,-21.50280985,-173704.92330865,1492.3681374,0,2M12231177+0053258,-0.56237805,0.2551239,1
3742577464569029504,-210.9491229,62.00360155,58.00234203,-164316.29823132,648.09970734,1,2M13180233+1241050,-1.1492072,0.2307263,1
3742604784856922752,-34.06650741,-15.21864677,-36.99738711,-189476.73929157,-15.17363759,1,2M13183898+1252320,-2.0918553,0.38456947,1
3756723300135861888,-21.63896701,89.77291386,-57.16125493,-183071.83843698,883.7134096,0,2M11013557-1211574,-0.8464747,0.21442631,1
3757465470484424320,-80.02267973,-7.36940181,-99.08217981,-180518.25000231,149.52468599,1,2M10451469-1200451,-2.0082796,0.42274284,1
3758582269356292480,-106.11161812,-67.87536285,59.1945824,-180125.99407236,-338.9187146,1,2M11034301-1048240,-1.261208,0.23432903,1
3760874643725352064,23.66210439,19.22225863,29.69182343,-186279.58133921,235.06775688,1,2M10374221-1042328,-1.4970112,0.33705434,1
3784609083975367424,289.54772533,-15.73192141,-1.25467037,-148016.61494486,-279.49083399,2,2M11104976-0645103,-1.1019111,0.20837484,3
3785124995446799104,-67.14233343,24.63089079,-57.6887569,-183863.82016196,398.57851444,1,2M11112253-0536355,-0.34722784,0.1545239,1
3787631847598844416,-70.40429021,-112.8917873,27.87196707,-181100.45105833,-789.84508171,1,2M11020926-0621380,-1.3301413,0.3069161,3
3791953890368136320,39.61647801,-33.70965117,-14.79767933,-189652.11187598,-201.0606408,1,2M11162517-0027141,-0.38591808,0.13069311,1
3796101626185175296,27.02377693,215.27129116,11.08300701,-163598.81357933,1888.13527726,0,2M11475473+0055467,-0.07675442,0.02080516,1
3797680868479893376,145.5114429,88.68496432,-119.5978468,-164533.24658057,669.65385999,1,2M11203283-0054312,-0.6000211,0.25984085,1
3800423290997813248,186.43156557,144.33894193,24.74626397,-158205.59168957,1149.15030692,1,2M11295211+0254560,-0.58063626,0.23815879,1
3800823955611190400,-59.31237156,194.07935359,-8.24790359,-167806.14424036,1764.29376756,0,2M11352756+0343104,0.38342628,0.00100449,1
3800895806120041472,48.56513268,244.54112749,-13.92014841,-154837.59522678,2148.12905973,0,2M11345106+0405417,-0.37166446,0.22579238,1
3817226989766011136,181.15390122,145.23447747,-20.20385574,-158659.47097839,1202.33814107,1,2M11152560+0610289,-0.37348545,0.24194211,1
3817287115012754816,40.31486675,200.49528945,-3.07571606,-165829.62099596,1805.43040123,0,2M11164890+0642424,-0.09608039,0.08602474,1
3818396698339380352,-45.83342869,161.21832401,34.39526144,-171648.72741416,1541.68340095,0,2M11114632+0748008,-0.41661248,0.24091396,1
3818613714446804864,245.27757092,-25.3723708,-166.3060336,-143717.51633706,-322.11828549,2,2M11142583+0801300,-0.9255553,0.16629475,3
3868474745700279168,155.79931111,107.64017605,-52.75629588,-164876.37024588,917.4918062,1,2M11022954+1106325,-0.51695615,0.22549197,1
3890057089506090112,-288.78507707,-60.74350511,72.39632022,-142503.66049584,-295.70059454,2,2M10231170+1608483,-1.2024332,0.20620915,3
3892338752228824064,89.04998428,29.80709017,48.90962387,-182823.82610151,262.27896058,1,2M11522570+0158119,-0.45088744,0.2644896,1
3894008218900607232,-102.02607577,-16.6822666,-144.88047147,-175238.00335882,6.88625256,2,2M12162607+0414086,-0.51576793,0.22847319,2
3912005716714761216,-107.03171385,-55.54828048,73.57803667,-181242.47056192,-330.33043371,1,2M11552715+0907449,-2.30711,0.39170745,1
3926588951750769152,-93.74176534,60.48695875,-95.11830724,-178553.99944048,639.62640844,1,2M12005742+1719224,-1.1581978,0.2532193,1
3926849188112937600,-21.32071876,30.27914236,72.11174829,-184989.71593796,369.30593403,1,2M12030299+1835113,-0.8902349,0.07867168,1
3929073229554776832,-52.41965924,131.72031182,-6.57319501,-179577.79664647,1203.05702851,0,2M12461188+1328590,-0.3349348,0.19059877,1
3933054904755671040,195.51710256,69.78731807,-24.55779422,-165810.99805904,575.64578115,1,2M12250999+1400182,-0.40566567,0.11275484,1
3933071741027476992,-137.83986932,-53.6492042,117.14479066,-171179.71431991,-271.18239439,2,2M12245912+1413378,-1.5738485,0.35718244,3
3933182207586316672,186.69704042,-41.83057953,-83.37391797,-167907.5868107,-329.15548293,2,2M12251747+1450078,-1.2418656,0.18928836,3
3933285046282804608,-214.9847304,56.90265565,118.99499883,-155975.22525708,682.74156503,1,2M12254158+1509005,-0.48123336,0.25084883,1
3937005690552678144,17.62937934,-64.49760381,-134.61100728,-179903.5230879,-428.78149121,2,2M13103381+1641086,-2.2891455,0.20218754,1
3937268679991043072,41.17794756,-18.63022506,-53.72417882,-187971.01214243,-60.26369951,1,2M13123688+1801404,-0.2919787,0.0525861,1
3958540175537954560,-33.19522325,-87.80149819,48.00934683,-183397.46002904,-632.26504757,1,2M12564058+2621428,-0.62801285,0.07975056,1
3960711229966353152,85.77632321,31.40858164,12.25271593,-184740.23461306,360.63179313,1,2M12291282+2549486,-0.5085228,0.21542841,1
3975506705106268928,13.83480062,-113.38949659,10.52344912,-184568.04865944,-869.60926583,1,2M11521452+2008382,-1.5194473,0.28821677,1
3981555938908707072,-211.01326648,-55.09784348,52.58822783,-163191.89306793,-268.56647053,2,2M10471472+1539208,-1.17327384,0.1544736,3
3982173177248920704,263.86463495,63.34541968,37.78954576,-150530.98013999,558.50006869,1,2M10573810+1707471,-0.6510304,0.1156302,1
3985420589136674048,-87.61754869,-199.85988858,-66.50372254,-165498.44391896,-1612.70179723,2,2M11014938+2031259,-2.5215342,0.36526686,1
3992493403841503104,-141.55198957,23.12912715,24.64569605,-177416.39314896,349.52342503,1,2M11282044+2246444,-0.6604882,0.26831335,1
4005688672950223744,-203.10153818,8.89342837,106.58072245,-161606.45065088,228.39214471,1,2M11452951+2531284,-1.2625343,0.22482839,3
4028212310379957376,-67.78217638,23.68288229,-15.41286896,-184082.30154053,314.94441111,1,2M11560137+3353585,-0.79686457,0.1901787,1
4028300030791966976,282.50969802,7.53787446,63.33130897,-147023.84684512,172.41807954,1,2M11565368+3426061,-1.3719711,0.20713449,3
4030387453617329792,-161.93397473,-86.44613244,12.9871738,-171111.45379931,-677.77004637,2,2M12120113+3700199,-1.214523,0.2766105,1
4030401781628156928,-138.87522052,-44.63674021,-3.75323081,-180748.53223355,-282.73754053,1,2M12120517+3720235,-1.516529,0.24047546,1
4096286064656073472,65.82764385,229.35672069,-6.25855215,-171464.75620799,1585.20366931,0,2M18255968-1749356,0.25217152,0.00501122,1
4126372512323864192,45.772412,279.58583121,24.93691036,-155677.84663226,2023.76634826,0,2M16555600-2124043,0.10850818,0.0074721,1
4127168730546419072,-139.81964053,69.74852789,97.50813268,-184459.45108468,521.96014844,1,2M16564342-2052105,-0.4254,0.23718397,1
4127537998956726144,-16.18843674,177.02825592,93.97004228,-180348.80511004,1190.920217,0,2M16512346-1943198,-0.69224644,0.18620971,1
4200431805946990592,37.24703618,223.30250855,-9.43654724,-169304.30003255,1730.76496917,0,2M19275500-0913190,-0.09769025,0.00458471,1
4228146130385862784,-174.36400926,29.14860758,-2.30285324,-181164.38249088,36.57628085,1,2M20400776+0007390,-1.3092484,0.24716605,1
4231359624917829248,27.63404242,234.25472747,-16.10337236,-164072.85054463,1921.63976521,0,2M20393271+0116015,0.06563917,0.02778992,1
4248874703411759232,6.21957562,216.07996755,24.99780589,-170862.77798173,1661.42380533,0,2M20013046+0535102,0.25093734,0.01022925,1
4263438392079131776,-21.75759057,256.36795834,-11.7798249,-164614.87457374,1733.87095835,0,2M19260233-0005057,0.3462683,0.03313407,1
4264604252371053056,-42.32645093,197.75360554,0.70181418,-173691.38512599,1540.70136392,0,2M19224577+0131126,-0.03243564,0.00964138,1
4287514222075358464,17.97006579,264.67976557,9.58565197,-159176.42457487,2024.82448047,0,2M19290898+0042093,-0.01504863,-0.02356459,1
4294813398731875968,49.24198356,221.91198695,-13.57660725,-169804.71008815,1712.28680979,0,2M19370430+0645026,0.15738887,-0.0299327,1
4295287464377789568,42.4088122,201.61664183,-11.62113123,-174620.45706762,1564.2975316,0,2M19355031+0805133,0.12270445,0.02674399,1
4309329705303513088,-0.65458589,212.00945734,-4.55334381,-171979.41797855,1651.72686299,0,2M19111372+1006224,0.3462047,-0.01732629,1
4330613742148611584,31.43521626,-95.7646682,-32.44159998,-196362.09546389,-542.85344813,1,2M16274714-1254281,-2.0609496,0.36432236,1
4342723213465093504,47.2648548,246.49308167,-13.50082311,-160163.37910982,2017.1512446,0,2M16012686-1217412,0.09188729,0.00367012,1
4358217153362394240,-127.63494583,149.37716387,155.70794296,-166565.01959681,1007.87579948,1,2M16323934-0150412,-0.78521156,0.2792184,1
4359344255859316992,-133.05019468,38.15049874,-60.27989281,-184457.17337832,340.4280743,1,2M16301118-0109073,-1.9597344,0.25075594,1
4382416098619538176,-55.50072371,213.55361271,38.70869391,-166786.04665331,1764.97705804,0,2M16383023-0050474,0.16655286,0.08225322,1
4383355390787042944,-166.76852181,225.11896576,147.9114026,-147800.75930353,1402.23452953,1,2M16375425+0003145,-0.5567341,0.24830967,1
4383517637471758592,-148.9811536,106.99434683,-140.46495075,-171630.23286935,710.49760175,1,2M16330711+0005039,-1.2780343,0.294618,1
4414870447758898560,-39.96039411,188.1808789,8.10300733,-174168.18736735,1526.95833181,0,2M15174236-0232112,-0.03541829,0.11739652,1
4414884019855552640,-121.59507393,107.1978651,148.05317225,-172448.21786192,797.25522388,1,2M15173846-0226107,-0.45556635,0.26628572,1
4418521891514816640,-7.6131774,-142.25872731,6.62534888,-188589.40898844,-888.91762039,1,2M15123364-0025261,-1.4044169,0.39768234,1
4418637550689746816,280.73547547,72.83724252,37.9752727,-152959.18788447,603.81870258,1,2M15180369-0038520,-1.3873091,0.21662006,1
4419993828347441280,-291.90225161,192.18130352,-1.03268132,-133286.86250743,1396.77370611,1,2M15141387+0135392,-0.40540292,0.22719118,1
4422057852189810560,-198.6229102,129.2784073,11.69538905,-167421.98146839,920.58598571,1,2M15215022+0301200,-0.58181036,0.276437,1
4422328435129459584,155.28320979,239.03323171,-301.2631197,-107879.44899538,1740.74373473,1,2M15175432+0323388,-1.2817518,0.18422851,1
4444564408533915520,-139.92514495,69.99218855,0.86021415,-183424.03761871,517.47259037,1,2M17023667+1005095,-1.6427206,0.2516752,1
4468503083077253504,200.24056534,20.06847284,104.33420898,-173003.6837666,383.8238755,1,2M18020741+0230124,-0.8953354,0.29642183,1
4568603308859269120,216.78732703,102.89834006,-25.84471182,-165160.00387149,1068.5513459,1,2M17171767+2331466,-0.8188319,0.23577416,1
4574002976102688896,-119.89392294,1.63475972,122.0616137,-181029.32360191,-60.9992481,1,2M17202724+2632549,-1.6790229,0.2099954,1
4574091933465437056,-60.89985072,-109.11948729,7.08051133,-188524.48266917,-792.63386135,1,2M17195429+2649351,-1.4873084,0.30563796,1
4574397735136819072,-110.38391128,69.8226106,83.11958537,-180505.70200477,613.67597594,1,2M17204573+2730016,-0.80394053,0.24842766,1
5140754074362498048,122.79170377,-118.34756219,-60.81694144,-171166.64574322,-947.00312461,2,2M01424899-1749257,-1.5629311,0.36554486,3
5140824481762310912,-59.75110673,55.73207215,-106.836369,-176421.40976613,602.57759027,1,2M01413165-1730412,-0.6333312,0.25356445,1
5718438686188442112,-7.76707929,178.54621201,-5.18169421,-165536.38236789,1882.46074312,0,2M07581225-1554291,0.08751915,0.01548534,1
5734939645596787584,-48.8798277,255.62117333,9.63208457,-148198.69263132,2607.15527407,0,2M08512867-1327444,-0.02563865,0.01516705,1
6761485615872618624,21.30204322,40.70400589,91.73845619,-196516.69341175,342.9613414,1,2M18502108-2923442,-1.1007502,0.3304619,1
6761575397872183040,-85.85323306,248.25142636,16.15320452,-166378.59142976,1566.33772559,0,2M18494515-2904486,-0.43173653,0.2218216,1
6917217663987844096,-18.08767638,249.94096587,4.52212786,-158475.63307091,2137.36650316,0,2M21023050-0103025,-0.06988769,-0.0106189,1
